ts,device,co,humidity,light,lpg,motion,smoke,temp
1.59E+09,1c:bf:ce:15:ec:4d,0.004403027,76.80000305,TRUE,0.007023337,FALSE,0.018628225,27
1.59E+09,1c:bf:ce:15:ec:4d,0.004391004,77.90000153,TRUE,0.007009459,FALSE,0.018588908,27
1.59E+09,1c:bf:ce:15:ec:4d,0.004345471,77.90000153,TRUE,0.006956802,FALSE,0.018439782,27
1.59E+09,1c:bf:ce:15:ec:4d,0.004383044,78,TRUE,0.007000264,FALSE,0.018562862,27
1.59E+09,1c:bf:ce:15:ec:4d,0.004451498,78,TRUE,0.007079184,FALSE,0.018786491,27
1.59E+09,1c:bf:ce:15:ec:4d,0.004439323,77.90000153,TRUE,0.007065172,FALSE,0.018746775,27
1.59E+09,1c:bf:ce:15:ec:4d,0.004391004,77.90000153,TRUE,0.007009459,FALSE,0.018588908,27
1.59E+09,1c:bf:ce:15:ec:4d,0.004381061,77.90000153,TRUE,0.006997973,FALSE,0.018556372,27
1.59E+09,1c:bf:ce:15:ec:4d,0.004343508,78.30000305,TRUE,0.006954528,FALSE,0.018433343,27
