ts,device,co,humidity,light,lpg,motion,smoke,temp
1.59E+09,00:0f:00:70:91:0a,0.002840089,76,FALSE,0.005114383,FALSE,0.013274837,19.70000076
1.59E+09,00:0f:00:70:91:0a,0.002938116,76,FALSE,0.005241482,FALSE,0.013627521,19.70000076
1.59E+09,00:0f:00:70:91:0a,0.002905015,75.80000305,FALSE,0.005198697,FALSE,0.013508733,19.70000076
1.59E+09,00:0f:00:70:91:0a,0.002938116,75.80000305,FALSE,0.005241482,FALSE,0.013627521,19.70000076
1.59E+09,00:0f:00:70:91:0a,0.002840089,76,FALSE,0.005114383,FALSE,0.013274837,19.70000076
1.59E+09,00:0f:00:70:91:0a,0.002840089,76,FALSE,0.005114383,FALSE,0.013274837,19.79999924
